ID,TRT,Herbicide,AI,Rate,Cultivar,Rep,Run,Biomass,CNTRL_AVG,VSCNTRL,Biomass_Red.,,,
4398,42,Pursuit,imazethapyr,280,CRS-1,2,2,0.07,0.38,0.18,0.82,,,
4399,42,Pursuit,imazethapyr,280,CRS-1,3,2,0.08,0.38,0.21,0.79,,,
,0,Control,chloransulam-methyl,0,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
,0,Control,chloransulam-methyl,0,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
,0,Control,chloransulam-methyl,0,CRS-1,3,2,0.41,0.38,1.00,0.00,,,
4400,43,FirstRate,chloransulam-methyl,2.2,CRS-1,1,2,0.46,0.38,1.00,0.00,,,
4401,43,FirstRate,chloransulam-methyl,2.2,CRS-1,2,2,0.16,0.38,0.42,0.58,,,
4402,43,FirstRate,chloransulam-methyl,2.2,CRS-1,3,2,0.07,0.38,0.18,0.82,,,
4403,44,FirstRate,chloransulam-methyl,4.4,CRS-1,1,2,0.16,0.38,0.42,0.58,,,
4404,44,FirstRate,chloransulam-methyl,4.4,CRS-1,2,2,0.22,0.38,0.58,0.42,,,
4405,44,FirstRate,chloransulam-methyl,4.4,CRS-1,3,2,0.1,0.38,0.26,0.74,,,
4406,45,FirstRate,chloransulam-methyl,8.8,CRS-1,1,2,0.08,0.38,0.21,0.79,,,
4407,45,FirstRate,chloransulam-methyl,8.8,CRS-1,2,2,0,0.38,0.00,1.00,,,
4408,45,FirstRate,chloransulam-methyl,8.8,CRS-1,3,2,0.11,0.38,0.29,0.71,,,
4409,46,FirstRate,chloransulam-methyl,13.2,CRS-1,1,2,0.12,0.38,0.32,0.68,,,
4410,46,FirstRate,chloransulam-methyl,13.2,CRS-1,2,2,0.13,0.38,0.34,0.66,,,
4411,46,FirstRate,chloransulam-methyl,13.2,CRS-1,3,2,0.05,0.38,0.13,0.87,,,
4412,47,FirstRate,chloransulam-methyl,17.7,CRS-1,1,2,0.01,0.38,0.03,0.97,,,
4413,47,FirstRate,chloransulam-methyl,17.7,CRS-1,2,2,0.04,0.38,0.11,0.89,,,
4414,47,FirstRate,chloransulam-methyl,17.7,CRS-1,3,2,0,0.38,0.00,1.00,,,
4415,48,FirstRate,chloransulam-methyl,35.3,CRS-1,1,2,0.01,0.38,0.03,0.97,,,
4416,48,FirstRate,chloransulam-methyl,35.3,CRS-1,2,2,0,0.38,0.00,1.00,,,
4417,48,FirstRate,chloransulam-methyl,35.3,CRS-1,3,2,0.04,0.38,0.11,0.89,,,
4418,49,FirstRate,chloransulam-methyl,70.6,CRS-1,1,2,0.06,0.38,0.16,0.84,,,
4419,49,FirstRate,chloransulam-methyl,70.6,CRS-1,2,2,0.04,0.38,0.11,0.89,,,
4420,49,FirstRate,chloransulam-methyl,70.6,CRS-1,3,2,0.17,0.38,0.45,0.55,,,
,0,Control,atrazine,0,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
,0,Control,atrazine,0,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
,0,Control,atrazine,0,CRS-1,3,2,0.41,0.38,1.00,0.00,,,
4421,50,Aatrex 4L,atrazine,210,CRS-1,1,2,0.17,0.38,0.45,0.55,,,
4422,50,Aatrex 4L,atrazine,210,CRS-1,2,2,0.21,0.38,0.55,0.45,,,
4423,50,Aatrex 4L,atrazine,210,CRS-1,3,2,0.34,0.38,0.89,0.11,,,
4424,51,Aatrex 4L,atrazine,420,CRS-1,1,2,0,0.38,0.00,1.00,,,
4425,51,Aatrex 4L,atrazine,420,CRS-1,2,2,0,0.38,0.00,1.00,,,
4426,51,Aatrex 4L,atrazine,420,CRS-1,3,2,0,0.38,0.00,1.00,,,
4427,52,Aatrex 4L,atrazine,840,CRS-1,1,2,0,0.38,0.00,1.00,,,
4428,52,Aatrex 4L,atrazine,840,CRS-1,2,2,0,0.38,0.00,1.00,,,
4429,52,Aatrex 4L,atrazine,840,CRS-1,3,2,0,0.38,0.00,1.00,,,
4430,53,Aatrex 4L,atrazine,1260,CRS-1,1,2,0,0.38,0.00,1.00,,,
4431,53,Aatrex 4L,atrazine,1260,CRS-1,2,2,0,0.38,0.00,1.00,,,
4432,53,Aatrex 4L,atrazine,1260,CRS-1,3,2,0,0.38,0.00,1.00,,,
4433,54,Aatrex 4L,atrazine,1680,CRS-1,1,2,0,0.38,0.00,1.00,,,
4434,54,Aatrex 4L,atrazine,1680,CRS-1,2,2,0,0.38,0.00,1.00,,,
4435,54,Aatrex 4L,atrazine,1680,CRS-1,3,2,0,0.38,0.00,1.00,,,
4436,55,Aatrex 4L,atrazine,3360,CRS-1,1,2,0,0.38,0.00,1.00,,,
4437,55,Aatrex 4L,atrazine,3360,CRS-1,2,2,0,0.38,0.00,1.00,,,
4438,55,Aatrex 4L,atrazine,3360,CRS-1,3,2,0,0.38,0.00,1.00,,,
4439,56,Aatrex 4L,atrazine,6700,CRS-1,1,2,0,0.38,0.00,1.00,,,
4440,56,Aatrex 4L,atrazine,6700,CRS-1,2,2,0,0.38,0.00,1.00,,,
4441,56,Aatrex 4L,atrazine,6700,CRS-1,3,2,0,0.38,0.00,1.00,,,
,0,Control,fomesafen,0,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
,0,Control,fomesafen,0,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
,0,Control,fomesafen,0,CRS-1,3,2,0.41,0.38,1.00,0.00,,,
4442,57,Flexstar,fomesafen,33,CRS-1,1,2,0.46,0.38,1.00,0.00,,,
4443,57,Flexstar,fomesafen,33,CRS-1,2,2,0.39,0.38,1.00,0.00,,,
4444,57,Flexstar,fomesafen,33,CRS-1,3,2,0.24,0.38,0.63,0.37,,,
4445,58,Flexstar,fomesafen,66,CRS-1,1,2,0.42,0.38,1.00,0.00,,,
4446,58,Flexstar,fomesafen,66,CRS-1,2,2,0.19,0.38,0.50,0.50,,,
4447,58,Flexstar,fomesafen,66,CRS-1,3,2,0.53,0.38,1.00,0.00,,,
4448,59,Flexstar,fomesafen,132,CRS-1,1,2,0.32,0.38,0.84,0.16,,,
4449,59,Flexstar,fomesafen,132,CRS-1,2,2,0.27,0.38,0.71,0.29,,,
4450,59,Flexstar,fomesafen,132,CRS-1,3,2,0.06,0.38,0.16,0.84,,,
4451,60,Flexstar,fomesafen,198,CRS-1,1,2,0.23,0.38,0.61,0.39,,,
4452,60,Flexstar,fomesafen,198,CRS-1,2,2,0.27,0.38,0.71,0.29,,,
4453,60,Flexstar,fomesafen,198,CRS-1,3,2,0.4,0.38,1.00,0.00,,,
4454,61,Flexstar,fomesafen,263,CRS-1,1,2,0.26,0.38,0.68,0.32,,,
4455,61,Flexstar,fomesafen,263,CRS-1,2,2,0.04,0.38,0.11,0.89,,,
4456,61,Flexstar,fomesafen,263,CRS-1,3,2,0.18,0.38,0.47,0.53,,,
4457,62,Flexstar,fomesafen,527,CRS-1,1,2,0,0.38,0.00,1.00,,,
4458,62,Flexstar,fomesafen,527,CRS-1,2,2,0.04,0.38,0.11,0.89,,,
4459,62,Flexstar,fomesafen,527,CRS-1,3,2,0.03,0.38,0.08,0.92,,,
4460,63,Flexstar,fomesafen,1050,CRS-1,1,2,0,0.38,0.00,1.00,,,
4461,63,Flexstar,fomesafen,1050,CRS-1,2,2,0.02,0.38,0.05,0.95,,,
4462,63,Flexstar,fomesafen,1050,CRS-1,3,2,0,0.38,0.00,1.00,,,
,0,Control,isoxaflutole,0,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
,0,Control,isoxaflutole,0,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
,0,Control,isoxaflutole,0,CRS-1,3,2,0.41,0.38,1.00,0.00,,,
4463,64,Balance Flexx,isoxaflutole,11,CRS-1,1,2,0.19,0.38,0.50,0.50,,,
4464,64,Balance Flexx,isoxaflutole,11,CRS-1,2,2,0.1,0.38,0.26,0.74,,,
4465,64,Balance Flexx,isoxaflutole,11,CRS-1,3,2,0,0.38,0.00,1.00,,,
4466,65,Balance Flexx,isoxaflutole,22,CRS-1,1,2,0,0.38,0.00,1.00,,,
4467,65,Balance Flexx,isoxaflutole,22,CRS-1,2,2,0.07,0.38,0.18,0.82,,,
4468,65,Balance Flexx,isoxaflutole,22,CRS-1,3,2,0.05,0.38,0.13,0.87,,,
4469,66,Balance Flexx,isoxaflutole,44,CRS-1,1,2,0,0.38,0.00,1.00,,,
4470,66,Balance Flexx,isoxaflutole,44,CRS-1,2,2,0,0.38,0.00,1.00,,,
4471,66,Balance Flexx,isoxaflutole,44,CRS-1,3,2,0,0.38,0.00,1.00,,,
4472,67,Balance Flexx,isoxaflutole,66,CRS-1,1,2,0,0.38,0.00,1.00,,,
4473,67,Balance Flexx,isoxaflutole,66,CRS-1,2,2,0,0.38,0.00,1.00,,,
4474,67,Balance Flexx,isoxaflutole,66,CRS-1,3,2,0,0.38,0.00,1.00,,,
4475,68,Balance Flexx,isoxaflutole,88,CRS-1,1,2,0,0.38,0.00,1.00,,,
4476,68,Balance Flexx,isoxaflutole,88,CRS-1,2,2,0,0.38,0.00,1.00,,,
4477,68,Balance Flexx,isoxaflutole,88,CRS-1,3,2,0,0.38,0.00,1.00,,,
4478,69,Balance Flexx,isoxaflutole,175,CRS-1,1,2,0,0.38,0.00,1.00,,,
4479,69,Balance Flexx,isoxaflutole,175,CRS-1,2,2,0,0.38,0.00,1.00,,,
4480,69,Balance Flexx,isoxaflutole,175,CRS-1,3,2,0,0.38,0.00,1.00,,,
4481,70,Balance Flexx,isoxaflutole,350,CRS-1,1,2,0,0.38,0.00,1.00,,,
4482,70,Balance Flexx,isoxaflutole,350,CRS-1,2,2,0,0.38,0.00,1.00,,,
4483,70,Balance Flexx,isoxaflutole,350,CRS-1,3,2,0,0.38,0.00,1.00,,,
,0,Control,topramezone,0,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
,0,Control,topramezone,0,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
,0,Control,topramezone,0,CRS-1,3,2,0.41,0.38,1.00,0.00,,,
4484,71,Armezon,topramezone,2.3,CRS-1,1,2,0.18,0.38,0.47,0.53,,,
4485,71,Armezon,topramezone,2.3,CRS-1,2,2,0,0.38,0.00,1.00,,,
4486,71,Armezon,topramezone,2.3,CRS-1,3,2,0.12,0.38,0.32,0.68,,,
4487,72,Armezon,topramezone,4.6,CRS-1,1,2,0,0.38,0.00,1.00,,,
4488,72,Armezon,topramezone,4.6,CRS-1,2,2,0.29,0.38,0.76,0.24,,,
4489,72,Armezon,topramezone,4.6,CRS-1,3,2,0.09,0.38,0.24,0.76,,,
4490,73,Armezon,topramezone,9.2,CRS-1,1,2,0.52,0.38,1.00,0.00,,,
4491,73,Armezon,topramezone,9.2,CRS-1,2,2,0.29,0.38,0.76,0.24,,,
4492,73,Armezon,topramezone,9.2,CRS-1,3,2,0,0.38,0.00,1.00,,,
4493,74,Armezon,topramezone,13.8,CRS-1,1,2,0.54,0.38,1.00,0.00,,,
4494,74,Armezon,topramezone,13.8,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
4495,74,Armezon,topramezone,13.8,CRS-1,3,2,0.34,0.38,0.89,0.11,,,
4496,75,Armezon,topramezone,18.4,CRS-1,1,2,0.57,0.38,1.00,0.00,,,
4497,75,Armezon,topramezone,18.4,CRS-1,2,2,0,0.38,0.00,1.00,,,
4498,75,Armezon,topramezone,18.4,CRS-1,3,2,0,0.38,0.00,1.00,,,
4499,76,Armezon,topramezone,36.8,CRS-1,1,2,0,0.38,0.00,1.00,,,
4500,76,Armezon,topramezone,36.8,CRS-1,2,2,0,0.38,0.00,1.00,,,
4501,76,Armezon,topramezone,36.8,CRS-1,3,2,0,0.38,0.00,1.00,,,
4502,77,Armezon,topramezone,73.6,CRS-1,1,2,0,0.38,0.00,1.00,,,
4503,77,Armezon,topramezone,73.6,CRS-1,2,2,0,0.38,0.00,1.00,,,
4504,77,Armezon,topramezone,73.6,CRS-1,3,2,0,0.38,0.00,1.00,,,
,0,Control,mesotrione,0,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
,0,Control,mesotrione,0,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
,0,Control,mesotrione,0,CRS-1,3,2,0.41,0.38,1.00,0.00,,,
4505,78,Callisto,mesotrione,13.1,CRS-1,1,2,0.38,0.38,1.00,0.00,,,
4506,78,Callisto,mesotrione,13.1,CRS-1,2,2,0.23,0.38,0.61,0.39,,,
4507,78,Callisto,mesotrione,13.1,CRS-1,3,2,0.27,0.38,0.71,0.29,,,
4508,79,Callisto,mesotrione,26.3,CRS-1,1,2,0.2,0.38,0.53,0.47,,,
4509,79,Callisto,mesotrione,26.3,CRS-1,2,2,0.01,0.38,0.03,0.97,,,
4510,79,Callisto,mesotrione,26.3,CRS-1,3,2,0,0.38,0.00,1.00,,,
4511,80,Callisto,mesotrione,52.5,CRS-1,1,2,0.03,0.38,0.08,0.92,,,
4512,80,Callisto,mesotrione,52.5,CRS-1,2,2,0.01,0.38,0.03,0.97,,,
4513,80,Callisto,mesotrione,52.5,CRS-1,3,2,0,0.38,0.00,1.00,,,
4514,81,Callisto,mesotrione,79,CRS-1,1,2,0,0.38,0.00,1.00,,,
4515,81,Callisto,mesotrione,79,CRS-1,2,2,0,0.38,0.00,1.00,,,
4516,81,Callisto,mesotrione,79,CRS-1,3,2,0,0.38,0.00,1.00,,,
4517,82,Callisto,mesotrione,105,CRS-1,1,2,0.03,0.38,0.08,0.92,,,
4518,82,Callisto,mesotrione,105,CRS-1,2,2,0,0.38,0.00,1.00,,,
4519,82,Callisto,mesotrione,105,CRS-1,3,2,0,0.38,0.00,1.00,,,
4520,83,Callisto,mesotrione,210,CRS-1,1,2,0,0.38,0.00,1.00,,,
4521,83,Callisto,mesotrione,210,CRS-1,2,2,0,0.38,0.00,1.00,,,
4522,83,Callisto,mesotrione,210,CRS-1,3,2,0,0.38,0.00,1.00,,,
4523,84,Callisto,mesotrione,420,CRS-1,1,2,0,0.38,0.00,1.00,,,
4524,84,Callisto,mesotrione,420,CRS-1,2,2,0,0.38,0.00,1.00,,,
4525,84,Callisto,mesotrione,420,CRS-1,3,2,0,0.38,0.00,1.00,,,
,0,Control,tembotrione,0,CRS-1,1,2,0.41,0.38,1.00,0.00,,,
,0,Control,tembotrione,0,CRS-1,2,2,0.33,0.38,0.87,0.13,,,
,0,Control,tembotrione,0,CRS-1,3,2,0.41,0.38,1.00,0.00,,,
4526,85,Laudis,tembotrione,11.5,CRS-1,1,2,0.55,0.38,1.00,0.00,,,
4527,85,Laudis,tembotrione,11.5,CRS-1,2,2,0.56,0.38,1.00,0.00,,,
4528,85,Laudis,tembotrione,11.5,CRS-1,3,2,0.75,0.38,1.00,0.00,,,
4529,86,Laudis,tembotrione,23,CRS-1,1,2,0.34,0.38,0.89,0.11,,,
4530,86,Laudis,tembotrione,23,CRS-1,2,2,0.39,0.38,1.00,0.00,,,
4531,86,Laudis,tembotrione,23,CRS-1,3,2,0.31,0.38,0.82,0.18,,,
4532,87,Laudis,tembotrione,46,CRS-1,1,2,0.44,0.38,1.00,0.00,,,
4533,87,Laudis,tembotrione,46,CRS-1,2,2,0.34,0.38,0.89,0.11,,,
4534,87,Laudis,tembotrione,46,CRS-1,3,2,0,0.38,0.00,1.00,,,
4535,88,Laudis,tembotrione,69,CRS-1,1,2,0,0.38,0.00,1.00,,,
4536,88,Laudis,tembotrione,69,CRS-1,2,2,0.03,0.38,0.08,0.92,,,
4537,88,Laudis,tembotrione,69,CRS-1,3,2,0.07,0.38,0.18,0.82,,,
4538,89,Laudis,tembotrione,92,CRS-1,1,2,0.22,0.38,0.58,0.42,,,
4539,89,Laudis,tembotrione,92,CRS-1,2,2,0.21,0.38,0.55,0.45,,,
4540,89,Laudis,tembotrione,92,CRS-1,3,2,0.17,0.38,0.45,0.55,,,
4541,90,Laudis,tembotrione,184,CRS-1,1,2,0,0.38,0.00,1.00,,,
4542,90,Laudis,tembotrione,184,CRS-1,2,2,0,0.38,0.00,1.00,,,
4543,90,Laudis,tembotrione,184,CRS-1,3,2,0,0.38,0.00,1.00,,,
4544,91,Laudis,tembotrione,368,CRS-1,1,2,0,0.38,0.00,1.00,,,
4545,91,Laudis,tembotrione,368,CRS-1,2,2,0,0.38,0.00,1.00,,,
4546,91,Laudis,tembotrione,368,CRS-1,3,2,0,0.38,0.00,1.00,,,
,,Control,metribuzin,0,X-59,1,1,0.43,0.47,0.92,0.08,,,
,,Control,metribuzin,0,X-59,2,1,0.43,0.47,0.91,0.09,,,
,,Control,metribuzin,0,X-59,3,1,0.54,0.47,1.00,0.00,,,
5022,99,Tricor,metribuzin,70.4,X-59,1,1,0,0.47,0.00,1.00,,,
5023,99,Tricor,metribuzin,70.4,X-59,2,1,0,0.47,0.00,1.00,,,
5024,99,Tricor,metribuzin,70.4,X-59,3,1,0,0.47,0.00,1.00,,,
5025,100,Tricor,metribuzin,141,X-59,1,1,0,0.47,0.00,1.00,,,
5026,100,Tricor,metribuzin,141,X-59,2,1,0.19,0.47,0.40,0.60,,,
5027,100,Tricor,metribuzin,141,X-59,3,1,0,0.47,0.00,1.00,,,
5028,101,Tricor,metribuzin,282,X-59,1,1,0,0.47,0.00,1.00,,,
5029,101,Tricor,metribuzin,282,X-59,2,1,0.16,0.47,0.34,0.66,,,
5030,101,Tricor,metribuzin,282,X-59,3,1,0.39,0.47,0.83,0.17,,,
5031,102,Tricor,metribuzin,422,X-59,1,1,0,0.47,0.00,1.00,,,
5032,102,Tricor,metribuzin,422,X-59,2,1,0,0.47,0.00,1.00,,,
5033,102,Tricor,metribuzin,422,X-59,3,1,0,0.47,0.00,1.00,,,
5034,103,Tricor,metribuzin,563,X-59,1,1,0,0.47,0.00,1.00,,,
5035,103,Tricor,metribuzin,563,X-59,2,1,0,0.47,0.00,1.00,,,
5036,103,Tricor,metribuzin,563,X-59,3,1,0,0.47,0.00,1.00,,,
5037,104,Tricor,metribuzin,1130,X-59,1,1,0,0.47,0.00,1.00,,,
5038,104,Tricor,metribuzin,1130,X-59,2,1,0,0.47,0.00,1.00,,,
5039,104,Tricor,metribuzin,1130,X-59,3,1,0,0.47,0.00,1.00,,,
5040,105,Tricor,metribuzin,2250,X-59,1,1,0,0.47,0.00,1.00,,,
5041,105,Tricor,metribuzin,2250,X-59,2,1,0,0.47,0.00,1.00,,,
5042,105,Tricor,metribuzin,2250,X-59,3,1,0,0.47,0.00,1.00,,,
,,Control,sulfentrazone,0,X-59,1,1,0.43,0.47,0.91,0.09,,,
,,Control,sulfentrazone,0,X-59,2,1,0.43,0.47,0.91,0.09,,,
,,Control,sulfentrazone,0,X-59,3,1,0.54,0.47,1.00,0.00,,,
5043,106,Spartan 4F,sulfentrazone,35,X-59,1,1,0.53,0.47,1.00,0.00,,,
5044,106,Spartan 4F,sulfentrazone,35,X-59,2,1,0.72,0.47,1.00,0.00,,,
5045,106,Spartan 4F,sulfentrazone,35,X-59,3,1,0.46,0.47,0.98,0.02,,,
5046,107,Spartan 4F,sulfentrazone,70,X-59,1,1,0,0.47,0.00,1.00,,,
5047,107,Spartan 4F,sulfentrazone,70,X-59,2,1,0,0.47,0.00,1.00,,,
5048,107,Spartan 4F,sulfentrazone,70,X-59,3,1,0.37,0.47,0.79,0.21,,,
5049,108,Spartan 4F,sulfentrazone,140,X-59,1,1,0,0.47,0.00,1.00,,,
5050,108,Spartan 4F,sulfentrazone,140,X-59,2,1,0,0.47,0.00,1.00,,,
5051,108,Spartan 4F,sulfentrazone,140,X-59,3,1,0.08,0.47,0.17,0.83,,,
5052,109,Spartan 4F,sulfentrazone,210,X-59,1,1,0,0.47,0.00,1.00,,,
5053,109,Spartan 4F,sulfentrazone,210,X-59,2,1,0,0.47,0.00,1.00,,,
5054,109,Spartan 4F,sulfentrazone,210,X-59,3,1,0,0.47,0.00,1.00,,,
5055,110,Spartan 4F,sulfentrazone,280,X-59,1,1,0,0.47,0.00,1.00,,,
5056,110,Spartan 4F,sulfentrazone,280,X-59,2,1,0,0.47,0.00,1.00,,,
5057,110,Spartan 4F,sulfentrazone,280,X-59,3,1,0,0.47,0.00,1.00,,,
5058,111,Spartan 4F,sulfentrazone,560,X-59,1,1,0,0.47,0.00,1.00,,,
5059,111,Spartan 4F,sulfentrazone,560,X-59,2,1,0,0.47,0.00,1.00,,,
5060,111,Spartan 4F,sulfentrazone,560,X-59,3,1,0,0.47,0.00,1.00,,,
5061,112,Spartan 4F,sulfentrazone,1120,X-59,1,1,0,0.47,0.00,1.00,,,
5062,112,Spartan 4F,sulfentrazone,1120,X-59,2,1,0,0.47,0.00,1.00,,,
5063,112,Spartan 4F,sulfentrazone,1120,X-59,3,1,0,0.47,0.00,1.00,,,
,,Control,flumioxazin,0,X-59,1,1,0.43,0.47,0.91,0.09,,,
,,Control,flumioxazin,0,X-59,2,1,0.43,0.47,0.91,0.09,,,
,,Control,flumioxazin,0,X-59,3,1,0.54,0.47,1.00,0.00,,,
5064,113,Valor SX,flumioxazin,13.4,X-59,1,1,0.19,0.47,0.40,0.60,,,
5065,113,Valor SX,flumioxazin,13.4,X-59,2,1,0.44,0.47,0.94,0.06,,,
5066,113,Valor SX,flumioxazin,13.4,X-59,3,1,0.54,0.47,1.00,0.00,,,
5067,114,Valor SX,flumioxazin,26.8,X-59,1,1,0,0.47,0.00,1.00,,,
5068,114,Valor SX,flumioxazin,26.8,X-59,2,1,0.17,0.47,0.36,0.64,,,
5069,114,Valor SX,flumioxazin,26.8,X-59,3,1,0,0.47,0.00,1.00,,,
5070,115,Valor SX,flumioxazin,53.6,X-59,1,1,0,0.47,0.00,1.00,,,
5071,115,Valor SX,flumioxazin,53.6,X-59,2,1,0,0.47,0.00,1.00,,,
5072,115,Valor SX,flumioxazin,53.6,X-59,3,1,0.65,0.47,1.00,0.00,,,
5073,116,Valor SX,flumioxazin,80,X-59,1,1,0.42,0.47,0.89,0.11,,,
5074,116,Valor SX,flumioxazin,80,X-59,2,1,0.37,0.47,0.79,0.21,,,
5075,116,Valor SX,flumioxazin,80,X-59,3,1,0.37,0.47,0.79,0.21,,,
5076,117,Valor SX,flumioxazin,107,X-59,1,1,0,0.47,0.00,1.00,,,
5077,117,Valor SX,flumioxazin,107,X-59,2,1,0.59,0.47,1.00,0.00,,,
5078,117,Valor SX,flumioxazin,107,X-59,3,1,0,0.47,0.00,1.00,,,
5079,118,Valor SX,flumioxazin,214,X-59,1,1,0,0.47,0.00,1.00,,,
5080,118,Valor SX,flumioxazin,214,X-59,2,1,0,0.47,0.00,1.00,,,
5081,118,Valor SX,flumioxazin,214,X-59,3,1,0,0.47,0.00,1.00,,,
5082,119,Valor SX,flumioxazin,430,X-59,1,1,0,0.47,0.00,1.00,,,
5083,119,Valor SX,flumioxazin,430,X-59,2,1,0,0.47,0.00,1.00,,,
5084,119,Valor SX,flumioxazin,430,X-59,3,1,0.04,0.47,0.09,0.91,,,
,,Control,saflufenacil,0,X-59,1,1,0.43,0.47,0.91,0.09,,,
,,Control,saflufenacil,0,X-59,2,1,0.43,0.47,0.91,0.09,,,
,,Control,saflufenacil,0,X-59,3,1,0.54,0.47,1.00,0.00,,,
5085,120,Sharpen,saflufenacil,3.12,X-59,1,1,0.56,0.47,1.00,0.00,,,
5086,120,Sharpen,saflufenacil,3.12,X-59,2,1,0.19,0.47,0.40,0.60,,,
5087,120,Sharpen,saflufenacil,3.12,X-59,3,1,0.59,0.47,1.00,0.00,,,
5088,121,Sharpen,saflufenacil,6.24,X-59,1,1,0.53,0.47,1.00,0.00,,,
5089,121,Sharpen,saflufenacil,6.24,X-59,2,1,0.56,0.47,1.00,0.00,,,
5090,121,Sharpen,saflufenacil,6.24,X-59,3,1,0.83,0.47,1.00,0.00,,,
5091,122,Sharpen,saflufenacil,12.5,X-59,1,1,0.44,0.47,0.94,0.06,,,
5092,122,Sharpen,saflufenacil,12.5,X-59,2,1,0.31,0.47,0.66,0.34,,,
5093,122,Sharpen,saflufenacil,12.5,X-59,3,1,0.62,0.47,1.00,0.00,,,
5094,123,Sharpen,saflufenacil,18.7,X-59,1,1,0.52,0.47,1.00,0.00,,,
5095,123,Sharpen,saflufenacil,18.7,X-59,2,1,0.6,0.47,1.00,0.00,,,
5096,123,Sharpen,saflufenacil,18.7,X-59,3,1,0.4,0.47,0.85,0.15,,,
5097,124,Sharpen,saflufenacil,25,X-59,1,1,0.3,0.47,0.64,0.36,,,
5098,124,Sharpen,saflufenacil,25,X-59,2,1,0.41,0.47,0.87,0.13,,,
5099,124,Sharpen,saflufenacil,25,X-59,3,1,0.09,0.47,0.19,0.81,,,
5100,125,Sharpen,saflufenacil,50,X-59,1,1,0.04,0.47,0.09,0.91,,,
5101,125,Sharpen,saflufenacil,50,X-59,2,1,0.2,0.47,0.43,0.57,,,
5102,125,Sharpen,saflufenacil,50,X-59,3,1,0,0.47,0.00,1.00,,,
5103,126,Sharpen,saflufenacil,100,X-59,1,1,0.05,0.47,0.11,0.89,,,
5104,126,Sharpen,saflufenacil,100,X-59,2,1,0,0.47,0.00,1.00,,,
5105,126,Sharpen,saflufenacil,100,X-59,3,1,0,0.47,0.00,1.00,,,
,,Control,pyroxasulfone,0,X-59,1,1,0.43,0.47,0.91,0.09,,,
,,Control,pyroxasulfone,0,X-59,2,1,0.43,0.47,0.91,0.09,,,
,,Control,pyroxasulfone,0,X-59,3,1,0.54,0.47,1.00,0.00,,,
5106,127,Zidua SC,pyroxasulfone,14.8,X-59,1,1,0.5,0.47,1.00,0.00,,,
5107,127,Zidua SC,pyroxasulfone,14.8,X-59,2,1,0.12,0.47,0.26,0.74,,,
5108,127,Zidua SC,pyroxasulfone,14.8,X-59,3,1,0.23,0.47,0.49,0.51,,,
5109,128,Zidua SC,pyroxasulfone,29.7,X-59,1,1,0,0.47,0.00,1.00,,,
5110,128,Zidua SC,pyroxasulfone,29.7,X-59,2,1,0.31,0.47,0.66,0.34,,,
5111,128,Zidua SC,pyroxasulfone,29.7,X-59,3,1,0,0.47,0.00,1.00,,,
5112,129,Zidua SC,pyroxasulfone,59.3,X-59,1,1,0,0.47,0.00,1.00,,,
5113,129,Zidua SC,pyroxasulfone,59.3,X-59,2,1,0,0.47,0.00,1.00,,,
5114,129,Zidua SC,pyroxasulfone,59.3,X-59,3,1,0,0.47,0.00,1.00,,,
5115,130,Zidua SC,pyroxasulfone,89,X-59,1,1,0.09,0.47,0.19,0.81,,,
5116,130,Zidua SC,pyroxasulfone,89,X-59,2,1,0,0.47,0.00,1.00,,,
5117,130,Zidua SC,pyroxasulfone,89,X-59,3,1,0,0.47,0.00,1.00,,,
5118,131,Zidua SC,pyroxasulfone,119,X-59,1,1,0.06,0.47,0.13,0.87,,,
5119,131,Zidua SC,pyroxasulfone,119,X-59,2,1,0.07,0.47,0.15,0.85,,,
5120,131,Zidua SC,pyroxasulfone,119,X-59,3,1,0.06,0.47,0.13,0.87,,,
5121,132,Zidua SC,pyroxasulfone,237,X-59,1,1,0.02,0.47,0.04,0.96,,,
5122,132,Zidua SC,pyroxasulfone,237,X-59,2,1,0,0.47,0.00,1.00,,,
5123,132,Zidua SC,pyroxasulfone,237,X-59,3,1,0,0.47,0.00,1.00,,,
5124,133,Zidua SC,pyroxasulfone,475,X-59,1,1,0.02,0.47,0.04,0.96,,,
5125,133,Zidua SC,pyroxasulfone,475,X-59,2,1,0.01,0.47,0.02,0.98,,,
5126,133,Zidua SC,pyroxasulfone,475,X-59,3,1,0.04,0.47,0.09,0.91,,,
,,Control,dimethenamid-P,0,X-59,1,1,0.43,0.47,0.91,0.09,,,
,,Control,dimethenamid-P,0,X-59,2,1,0.43,0.47,0.91,0.09,,,
,,Control,dimethenamid-P,0,X-59,3,1,0.54,0.47,1.00,0.00,,,
